unit_number,time_in_cycles,op_setting_1,op_setting_2,op_setting_3,sensor_measurement_1,sensor_measurement_2,sensor_measurement_3,sensor_measurement_4,sensor_measurement_5,sensor_measurement_6,sensor_measurement_7,sensor_measurement_8,sensor_measurement_9,sensor_measurement_10,sensor_measurement_11,sensor_measurement_12,sensor_measurement_13,sensor_measurement_14,sensor_measurement_15,sensor_measurement_16,sensor_measurement_17,sensor_measurement_18,sensor_measurement_19,sensor_measurement_20,sensor_measurement_21,RUL
37,9,-0.0036,-0.0,100.0,518.67,641.98,1590.92,1402.35,14.62,21.61,554.52,2388.02,9055.89,1.3,47.25,521.64,2388.07,8140.75,8.3917,0.03,392,2388,100.0,38.95,23.4177,112
96,66,-0.0028,-0.0004,100.0,518.67,642.64,1585.89,1396.77,14.62,21.61,554.21,2387.97,9066.14,1.3,47.21,522.07,2387.98,8144.94,8.4303,0.03,391,2388,100.0,38.92,23.3973,31
68,94,-0.0014,0.0004,100.0,518.67,642.75,1585.51,1403.96,14.62,21.61,553.65,2388.04,9063.48,1.3,47.38,521.74,2388.03,8140.41,8.4421,0.03,392,2388,100.0,38.94,23.3049,93
49,5,0.0021,0.0002,100.0,518.67,641.91,1590.37,1404.26,14.62,21.61,554.83,2388.02,9059.25,1.3,47.1,523.13,2387.95,8141.34,8.3815,0.03,392,2388,100.0,39.04,23.3513,298
3,39,0.0005,-0.0005,100.0,518.67,642.63,1593.97,1406.25,14.62,21.61,553.19,2388.11,9052.78,1.3,47.55,520.79,2388.09,8129.68,8.4034,0.03,393,2388,100.0,38.75,23.3069,87
49,278,0.0002,-0.0003,100.0,518.67,643.06,1591.39,1416.74,14.62,21.61,552.65,2388.18,9046.62,1.3,47.71,520.8,2388.19,8133.15,8.4444,0.03,393,2388,100.0,38.84,23.1494,25
26,61,-0.0001,-0.0002,100.0,518.67,642.37,1586.59,1403.41,14.62,21.61,553.83,2388.02,9065.2,1.3,47.29,521.41,2388.06,8151.04,8.4124,0.03,391,2388,100.0,38.98,23.4704,15
59,4,0.0003,-0.0002,100.0,518.67,642.08,1585.31,1396.92,14.62,21.61,554.67,2387.99,9060.0,1.3,47.3,522.26,2387.95,8140.52,8.3968,0.03,392,2388,100.0,38.9,23.4394,90
89,18,0.0028,-0.0002,100.0,518.67,642.6,1588.62,1409.6,14.62,21.61,554.38,2388.09,9041.91,1.3,47.36,521.32,2388.08,8127.87,8.4343,0.03,393,2388,100.0,38.88,23.3964,159
32,89,-0.0006,0.0002,100.0,518.67,641.87,1591.76,1400.8,14.62,21.61,553.77,2388.0,9080.86,1.3,47.12,522.45,2387.97,8153.57,8.3965,0.03,391,2388,100.0,39.1,23.3679,56
41,81,-0.001,-0.0005,100.0,518.67,642.63,1592.43,1397.97,14.62,21.61,554.55,2388.08,9047.68,1.3,47.5,522.0,2388.04,8134.28,8.3803,0.03,391,2388,100.0,38.88,23.3151,42
62,95,-0.002,-0.0004,100.0,518.67,642.57,1583.79,1393.96,14.62,21.61,554.59,2388.01,9051.83,1.3,47.18,522.51,2387.97,8139.87,8.388,0.03,392,2388,100.0,39.21,23.5304,137
23,110,0.0036,-0.0,100.0,518.67,642.22,1582.9,1399.46,14.62,21.61,554.18,2388.04,9057.04,1.3,47.28,522.04,2388.02,8131.04,8.3943,0.03,393,2388,100.0,38.91,23.4307,20
36,68,-0.0016,-0.0003,100.0,518.67,642.35,1585.28,1409.5,14.62,21.61,552.49,2388.1,9056.62,1.3,47.65,521.16,2388.15,8139.56,8.4584,0.03,393,2388,100.0,38.76,23.3022,58
21,57,0.0013,0.0002,100.0,518.67,641.93,1581.74,1399.16,14.62,21.61,554.25,2388.01,9050.67,1.3,47.14,521.84,2388.03,8136.71,8.3944,0.03,391,2388,100.0,38.94,23.3204,91
27,55,0.0055,0.0002,100.0,518.67,641.77,1585.98,1398.61,14.62,21.61,554.56,2388.04,9053.4,1.3,47.39,522.5,2388.03,8130.41,8.4008,0.03,391,2388,100.0,39.02,23.3361,85
47,46,0.0003,0.0002,100.0,518.67,643.15,1591.5,1415.89,14.62,21.61,552.75,2388.13,9040.82,1.3,47.55,521.08,2388.16,8122.88,8.4497,0.03,393,2388,100.0,38.72,23.3498,27
3,96,-0.0017,-0.0004,100.0,518.67,642.83,1588.76,1406.08,14.62,21.61,552.93,2388.15,9053.68,1.3,47.63,521.34,2388.18,8131.72,8.4491,0.03,394,2388,100.0,38.77,23.3385,30
99,10,0.0003,-0.0002,100.0,518.67,642.3,1581.47,1391.35,14.62,21.61,554.83,2387.96,9055.13,1.3,47.28,522.58,2388.0,8146.61,8.3905,0.03,390,2388,100.0,39.08,23.45,87
85,32,0.0014,-0.0004,100.0,518.67,642.99,1597.09,1401.76,14.62,21.61,552.89,2388.09,9051.3,1.3,47.46,521.1,2388.09,8130.73,8.4172,0.03,391,2388,100.0,38.9,23.2145,2
18,45,-0.0012,0.0005,100.0,518.67,641.95,1585.09,1400.81,14.62,21.61,554.66,2388.02,9063.06,1.3,47.27,522.25,2388.09,8145.68,8.3787,0.03,392,2388,100.0,39.0,23.3538,88
68,92,-0.0024,-0.0001,100.0,518.67,642.32,1581.07,1399.19,14.62,21.61,554.39,2388.03,9051.81,1.3,47.57,522.09,2388.08,8136.13,8.3991,0.03,393,2388,100.0,38.91,23.3816,95
90,87,0.0004,0.0002,100.0,518.67,642.47,1582.08,1407.08,14.62,21.61,553.75,2388.15,9064.05,1.3,47.64,521.73,2388.12,8141.22,8.433,0.03,391,2388,100.0,38.88,23.2589,59
91,11,-0.001,-0.0002,100.0,518.67,642.57,1585.97,1412.9,14.62,21.61,552.95,2388.17,9046.35,1.3,47.58,521.43,2388.14,8130.69,8.4618,0.03,393,2388,100.0,38.92,23.2545,223
61,75,0.0,-0.0004,100.0,518.67,642.62,1591.15,1397.25,14.62,21.61,553.76,2388.03,9066.25,1.3,47.25,522.76,2388.05,8148.16,8.4045,0.03,389,2388,100.0,39.11,23.4004,84
28,32,0.0016,0.0003,100.0,518.67,642.45,1583.55,1400.08,14.62,21.61,554.17,2388.13,9046.82,1.3,47.22,521.69,2388.06,8130.68,8.4297,0.03,393,2388,100.0,38.9,23.2869,126
32,7,-0.0029,0.0002,100.0,518.67,641.5,1584.43,1393.37,14.62,21.61,554.34,2387.98,9074.76,1.3,47.21,522.79,2388.03,8153.97,8.4086,0.03,392,2388,100.0,39.11,23.5299,138
64,161,0.002,0.0001,100.0,518.67,642.68,1598.6,1412.64,14.62,21.61,552.28,2388.22,9053.92,1.3,47.7,520.57,2388.18,8136.06,8.4608,0.03,394,2388,100.0,38.73,23.2502,7
11,21,-0.0035,0.0003,100.0,518.67,642.98,1593.42,1411.03,14.62,21.61,553.42,2388.21,9042.05,1.3,47.39,521.48,2388.18,8123.27,8.4358,0.03,393,2388,100.0,38.85,23.3302,62
100,143,-0.0018,-0.0004,100.0,518.67,642.56,1583.0,1408.11,14.62,21.61,553.3,2388.08,9078.15,1.3,47.35,522.12,2388.06,8161.97,8.4258,0.03,393,2388,100.0,39.06,23.3161,55
47,64,0.0017,-0.0002,100.0,518.67,642.66,1584.39,1402.61,14.62,21.61,553.02,2388.15,9044.41,1.3,47.65,521.7,2388.17,8120.15,8.4355,0.03,392,2388,100.0,38.64,23.1603,9
59,44,-0.0007,-0.0005,100.0,518.67,642.07,1584.95,1395.22,14.62,21.61,554.47,2387.99,9055.47,1.3,47.25,521.73,2388.04,8136.44,8.3961,0.03,390,2388,100.0,39.31,23.46,50
51,83,-0.0029,-0.0004,100.0,518.67,642.95,1587.39,1397.44,14.62,21.61,554.03,2388.07,9047.25,1.3,47.38,521.98,2388.04,8129.99,8.4318,0.03,393,2388,100.0,38.71,23.2973,61
17,29,0.0012,0.0,100.0,518.67,642.61,1589.61,1399.89,14.62,21.6,554.63,2388.04,9069.28,1.3,47.06,522.34,2388.02,8147.67,8.4193,0.03,391,2388,100.0,38.77,23.5256,136
70,46,-0.0003,0.0004,100.0,518.67,642.67,1587.27,1401.78,14.62,21.61,553.77,2388.1,9042.54,1.3,47.44,522.16,2388.05,8125.28,8.3781,0.03,391,2388,100.0,38.89,23.3241,106
23,82,-0.0,-0.0002,100.0,518.67,642.34,1584.03,1397.27,14.62,21.61,554.21,2388.04,9055.89,1.3,47.2,522.04,2388.02,8136.41,8.4079,0.03,391,2388,100.0,39.03,23.4472,48
97,30,-0.0006,0.0001,100.0,518.67,641.98,1587.88,1407.06,14.62,21.61,553.96,2387.99,9073.59,1.3,47.3,522.65,2388.09,8146.16,8.4151,0.03,392,2388,100.0,39.13,23.3231,104
38,62,-0.0019,0.0005,100.0,518.67,642.12,1596.55,1413.03,14.62,21.61,552.6,2388.12,9059.87,1.3,47.63,521.15,2388.12,8130.42,8.4513,0.03,394,2388,100.0,38.65,23.2085,63
94,113,0.0016,0.0003,100.0,518.67,642.76,1583.09,1408.03,14.62,21.61,552.81,2388.15,9059.93,1.3,47.48,521.09,2388.11,8129.94,8.468,0.03,394,2388,100.0,38.88,23.1712,20
47,35,-0.0016,0.0003,100.0,518.67,642.76,1586.85,1409.73,14.62,21.61,553.6,2388.11,9048.54,1.3,47.48,521.25,2388.12,8126.38,8.4133,0.03,393,2388,100.0,38.81,23.2389,38
100,172,0.0007,0.0003,100.0,518.67,642.61,1594.51,1403.93,14.62,21.61,553.58,2388.0,9111.17,1.3,47.62,521.9,2388.06,8179.29,8.4279,0.03,394,2388,100.0,38.95,23.363,26
86,91,0.0024,0.0005,100.0,518.67,643.13,1594.43,1405.43,14.62,21.61,553.74,2388.08,9054.0,1.3,47.53,521.68,2388.05,8142.68,8.4402,0.03,392,2388,100.0,39.01,23.3168,19
12,96,-0.0011,-0.0001,100.0,518.67,643.13,1584.84,1400.81,14.62,21.61,554.44,2388.02,9059.75,1.3,47.21,522.01,2388.05,8139.94,8.4003,0.03,392,2388,100.0,39.06,23.3731,121
17,156,0.0018,-0.0004,100.0,518.67,642.13,1588.48,1412.55,14.62,21.61,553.19,2388.03,9087.05,1.3,47.58,521.91,2388.04,8170.59,8.4633,0.03,392,2388,100.0,38.72,23.3207,9
56,130,-0.0031,-0.0003,100.0,518.67,643.05,1597.66,1420.83,14.62,21.61,552.16,2388.25,9041.37,1.3,47.91,520.32,2388.19,8121.49,8.5011,0.03,395,2388,100.0,38.55,23.1689,6
67,57,-0.0009,0.0001,100.0,518.67,642.24,1590.84,1397.72,14.62,21.61,553.28,2388.06,9058.29,1.3,47.47,521.34,2388.04,8141.77,8.404,0.03,393,2388,100.0,39.0,23.3046,14
15,1,0.0017,0.0003,100.0,518.67,642.19,1585.73,1403.05,14.62,21.61,553.76,2387.98,9051.46,1.3,47.19,521.52,2388.07,8135.89,8.4166,0.03,393,2388,100.0,39.06,23.3873,75
20,184,-0.0006,-0.0004,100.0,518.67,643.75,1595.12,1419.6,14.62,21.61,552.19,2388.14,9066.49,1.3,48.13,520.64,2388.21,8138.86,8.469,0.03,395,2388,100.0,38.35,23.0242,0
41,19,-0.0007,-0.0001,100.0,518.67,641.83,1582.06,1399.24,14.62,21.61,554.56,2388.04,9052.32,1.3,47.34,522.7,2387.98,8132.04,8.3792,0.03,393,2388,100.0,38.93,23.31,104
76,77,0.0011,-0.0002,100.0,518.67,642.26,1581.95,1403.38,14.62,21.61,553.59,2388.03,9065.54,1.3,47.36,522.0,2387.99,8145.17,8.3912,0.03,393,2388,100.0,38.94,23.3771,128
54,21,0.0018,0.0001,100.0,518.67,642.02,1586.79,1392.02,14.62,21.6,555.28,2388.04,9057.08,1.3,47.14,522.9,2387.99,8130.57,8.3969,0.03,393,2388,100.0,39.05,23.4844,100
7,8,-0.0002,-0.0001,100.0,518.67,642.26,1581.56,1401.18,14.62,21.61,554.62,2388.0,9062.13,1.3,47.28,522.45,2388.03,8139.34,8.3954,0.03,391,2388,100.0,38.99,23.3395,152
32,95,-0.0007,-0.0004,100.0,518.67,642.34,1587.44,1399.85,14.62,21.61,553.99,2387.99,9070.67,1.3,47.22,522.48,2388.03,8158.5,8.4423,0.03,394,2388,100.0,38.85,23.326,50
48,39,-0.0,-0.0002,100.0,518.67,642.58,1582.37,1404.16,14.62,21.61,554.43,2388.07,9055.41,1.3,47.29,521.59,2388.05,8142.1,8.4286,0.03,392,2388,100.0,38.83,23.343,39
97,28,0.0013,0.0002,100.0,518.67,642.32,1592.48,1397.66,14.62,21.61,554.42,2388.08,9060.4,1.3,47.16,522.13,2388.01,8148.0,8.421,0.03,392,2388,100.0,39.0,23.2338,106
61,140,-0.002,-0.0001,100.0,518.67,642.73,1594.36,1408.04,14.62,21.61,552.72,2388.09,9069.49,1.3,47.7,521.57,2388.07,8143.83,8.4008,0.03,393,2388,100.0,38.85,23.2403,19
81,98,0.0001,0.0001,100.0,518.67,642.72,1586.94,1407.9,14.62,21.61,554.36,2388.02,9071.74,1.3,47.44,522.24,2388.05,8149.62,8.4194,0.03,393,2388,100.0,38.94,23.342,115
29,140,0.0018,0.0,100.0,518.67,642.49,1588.7,1401.78,14.62,21.61,554.33,2388.04,9075.51,1.3,47.52,522.18,2388.05,8143.97,8.4415,0.03,392,2388,100.0,38.85,23.3602,31
89,40,-0.0012,0.0001,100.0,518.67,642.71,1585.57,1403.64,14.62,21.61,554.27,2388.13,9039.79,1.3,47.31,521.54,2388.13,8126.5,8.3857,0.03,391,2388,100.0,38.8,23.328,137
68,186,-0.0034,0.0002,100.0,518.67,643.32,1605.18,1422.23,14.62,21.61,551.34,2388.19,9091.67,1.3,47.82,520.02,2388.2,8155.06,8.5229,0.03,397,2388,100.0,38.35,23.0967,1
34,119,-0.0019,-0.0,100.0,518.67,642.25,1585.66,1398.02,14.62,21.61,554.3,2388.07,9062.97,1.3,47.43,522.07,2388.02,8142.17,8.3971,0.03,392,2388,100.0,39.07,23.3103,84
49,154,-0.0024,0.0001,100.0,518.67,642.25,1582.69,1403.99,14.62,21.61,554.46,2388.0,9065.77,1.3,47.38,522.21,2388.03,8140.3,8.4066,0.03,393,2388,100.0,38.83,23.4229,149
35,120,0.0001,0.0001,100.0,518.67,642.57,1591.77,1409.96,14.62,21.61,553.51,2388.15,9056.11,1.3,47.74,521.59,2388.14,8137.07,8.4443,0.03,396,2388,100.0,38.86,23.3696,78
77,95,0.0009,0.0001,100.0,518.67,642.87,1584.6,1407.49,14.62,21.61,553.75,2388.09,9054.39,1.3,47.36,521.6,2388.07,8130.27,8.4264,0.03,393,2388,100.0,38.84,23.3813,67
58,30,-0.0017,0.0001,100.0,518.67,642.35,1586.3,1401.14,14.62,21.61,554.37,2388.1,9047.53,1.3,47.26,521.81,2388.06,8136.17,8.3916,0.03,392,2388,100.0,38.97,23.4751,146
62,190,0.0012,-0.0002,100.0,518.67,642.51,1593.08,1398.02,14.62,21.61,553.46,2388.06,9070.21,1.3,47.32,522.23,2387.98,8150.05,8.4361,0.03,391,2388,100.0,38.82,23.383,42
15,67,0.0009,0.0004,100.0,518.67,642.06,1585.61,1403.02,14.62,21.61,554.33,2388.04,9061.35,1.3,47.25,522.04,2388.04,8136.85,8.3714,0.03,393,2388,100.0,38.88,23.3416,9
29,6,0.0016,0.0003,100.0,518.67,641.9,1587.99,1407.3,14.62,21.61,554.0,2388.04,9052.98,1.3,47.2,521.95,2388.04,8133.75,8.4115,0.03,392,2388,100.0,38.99,23.4369,165
41,104,0.0023,-0.0,100.0,518.67,642.86,1588.46,1412.08,14.62,21.61,552.84,2388.1,9040.84,1.3,47.58,521.52,2388.13,8123.37,8.4264,0.03,393,2388,100.0,38.85,23.2618,19
37,108,-0.0005,-0.0002,100.0,518.67,642.63,1596.71,1411.33,14.62,21.61,552.35,2388.14,9049.53,1.3,47.72,521.34,2388.17,8121.9,8.4624,0.03,395,2388,100.0,38.83,23.2442,13
91,212,0.0016,0.0,100.0,518.67,643.14,1600.78,1422.96,14.62,21.61,552.62,2388.16,9052.03,1.3,47.68,520.05,2388.19,8130.12,8.4714,0.03,395,2388,100.0,38.75,23.1533,22
28,20,0.0022,0.0004,100.0,518.67,643.11,1588.26,1404.2,14.62,21.61,553.05,2388.18,9051.23,1.3,47.58,521.74,2388.09,8125.61,8.4444,0.03,394,2388,100.0,38.89,23.3153,138
16,19,0.0029,0.0001,100.0,518.67,642.09,1588.53,1401.55,14.62,21.61,554.01,2388.01,9043.09,1.3,47.14,521.76,2388.1,8127.49,8.4165,0.03,390,2388,100.0,38.96,23.4093,94
99,56,0.0014,-0.0005,100.0,518.67,641.5,1582.1,1397.63,14.62,21.61,554.83,2388.0,9058.31,1.3,47.1,522.62,2388.01,8144.99,8.3844,0.03,392,2388,100.0,39.01,23.4393,41
35,84,0.0004,-0.0004,100.0,518.67,642.74,1592.98,1410.63,14.62,21.61,553.1,2388.16,9058.0,1.3,47.68,521.14,2388.1,8134.26,8.4482,0.03,394,2388,100.0,38.73,23.2321,114
80,75,-0.0002,0.0004,100.0,518.67,642.6,1584.01,1405.38,14.62,21.61,553.13,2388.04,9063.46,1.3,47.35,522.04,2388.01,8149.47,8.4344,0.03,394,2388,100.0,38.89,23.3417,58
82,111,-0.0006,0.0,100.0,518.67,642.57,1596.4,1401.74,14.62,21.61,552.97,2388.16,9068.55,1.3,47.36,520.68,2388.14,8135.61,8.4535,0.03,394,2388,100.0,38.91,23.368,51
97,92,0.0029,0.0005,100.0,518.67,642.67,1594.21,1398.01,14.62,21.6,553.95,2388.05,9074.29,1.3,47.24,521.95,2388.06,8145.7,8.4245,0.03,392,2388,100.0,38.93,23.3095,42
85,22,-0.0004,0.0003,100.0,518.67,642.49,1591.27,1401.8,14.62,21.61,553.49,2388.14,9044.01,1.3,47.36,521.2,2388.17,8126.03,8.4155,0.03,393,2388,100.0,38.96,23.33,12
90,85,0.0008,-0.0003,100.0,518.67,642.43,1589.95,1409.99,14.62,21.61,552.31,2388.12,9055.37,1.3,47.36,521.56,2388.13,8141.71,8.4564,0.03,393,2388,100.0,38.9,23.2542,61
64,144,0.0009,0.0004,100.0,518.67,642.57,1597.94,1417.56,14.62,21.61,552.96,2388.16,9054.27,1.3,47.63,521.31,2388.14,8135.48,8.4766,0.03,395,2388,100.0,38.68,23.2951,24
73,22,0.0039,-0.0004,100.0,518.67,641.78,1588.07,1392.09,14.62,21.6,553.38,2387.99,9053.81,1.3,47.23,522.65,2387.99,8137.82,8.3721,0.03,392,2388,100.0,38.92,23.4929,90
78,36,0.0024,0.0,100.0,518.67,641.86,1589.55,1396.82,14.62,21.61,554.89,2387.97,9065.52,1.3,46.99,522.64,2388.0,8148.31,8.3797,0.03,391,2388,100.0,39.26,23.3943,36
82,116,-0.0028,0.0001,100.0,518.67,642.54,1593.19,1408.14,14.62,21.61,552.99,2388.09,9069.89,1.3,47.51,521.78,2388.09,8143.59,8.4251,0.03,393,2388,100.0,38.84,23.412,46
13,83,0.0021,-0.0003,100.0,518.67,642.82,1582.44,1399.11,14.62,21.61,554.75,2388.04,9060.32,1.3,47.39,522.35,2387.99,8140.15,8.4055,0.03,391,2388,100.0,39.12,23.431,112
52,171,0.0041,-0.0001,100.0,518.67,642.31,1589.07,1410.36,14.62,21.61,553.33,2388.02,9087.38,1.3,47.57,521.3,2388.08,8163.18,8.4455,0.03,393,2388,100.0,38.96,23.2562,18
49,42,0.0007,0.0005,100.0,518.67,642.43,1587.37,1392.57,14.62,21.61,553.97,2388.03,9065.04,1.3,47.3,522.01,2388.02,8141.99,8.3917,0.03,391,2388,100.0,39.07,23.4405,261
79,20,-0.0037,-0.0003,100.0,518.67,642.14,1586.52,1396.45,14.62,21.61,553.66,2388.1,9050.25,1.3,47.36,521.98,2388.06,8132.1,8.4566,0.03,392,2388,100.0,39.11,23.4054,81
20,170,0.0011,0.0003,100.0,518.67,643.16,1599.33,1418.72,14.62,21.61,552.55,2388.09,9071.92,1.3,47.82,520.54,2388.14,8144.74,8.5027,0.03,394,2388,100.0,38.71,23.2006,14
16,105,0.002,-0.0002,100.0,518.67,642.43,1585.03,1399.36,14.62,21.61,553.91,2388.03,9059.04,1.3,47.38,522.08,2388.08,8143.35,8.412,0.03,392,2388,100.0,38.94,23.4291,8
8,152,-0.0038,0.0003,100.0,518.67,642.73,1590.58,1409.18,14.62,21.61,553.24,2388.13,9055.15,1.3,47.67,520.9,2388.08,8126.0,8.4542,0.03,393,2388,100.0,38.87,23.2182,14
61,1,-0.0016,0.0002,100.0,518.67,642.23,1584.54,1402.25,14.62,21.61,554.95,2387.99,9064.0,1.3,47.2,522.51,2388.01,8149.44,8.3951,0.03,391,2388,100.0,38.99,23.3644,158
70,7,-0.0004,0.0003,100.0,518.67,642.71,1589.72,1404.09,14.62,21.61,554.19,2388.09,9049.92,1.3,47.23,521.03,2388.04,8130.88,8.4325,0.03,391,2388,100.0,38.73,23.299,145
38,10,0.0015,0.0002,100.0,518.67,642.27,1592.2,1403.93,14.62,21.61,553.18,2388.1,9053.14,1.3,47.6,521.17,2388.14,8129.02,8.4413,0.03,394,2388,100.0,38.77,23.2669,115
48,11,0.0021,-0.0003,100.0,518.67,642.87,1595.33,1403.94,14.62,21.61,553.6,2388.09,9056.0,1.3,47.35,521.56,2388.12,8134.82,8.4082,0.03,392,2388,100.0,38.9,23.4065,67
23,111,-0.0034,-0.0002,100.0,518.67,642.06,1586.54,1404.5,14.62,21.61,554.87,2388.08,9053.3,1.3,47.38,521.74,2388.1,8133.57,8.3821,0.03,391,2388,100.0,39.04,23.3796,19
89,175,-0.0003,0.0002,100.0,518.67,643.01,1592.43,1410.26,14.62,21.61,553.7,2388.08,9055.91,1.3,47.51,521.24,2388.14,8133.82,8.4156,0.03,392,2388,100.0,38.74,23.2848,2
42,49,-0.0038,0.0005,100.0,518.67,642.16,1581.62,1400.24,14.62,21.61,554.77,2388.09,9051.69,1.3,47.14,521.76,2388.09,8133.8,8.3927,0.03,390,2388,100.0,38.99,23.3951,107
10,111,0.0023,-0.0003,100.0,518.67,642.66,1587.22,1399.47,14.62,21.61,554.17,2388.04,9061.44,1.3,47.26,522.05,2388.01,8144.79,8.4388,0.03,394,2388,100.0,38.95,23.4437,81
53,77,-0.0001,-0.0003,100.0,518.67,641.92,1581.63,1399.38,14.62,21.61,554.4,2388.1,9057.44,1.3,47.56,521.4,2388.1,8139.89,8.4493,0.03,394,2388,100.0,38.98,23.3397,87
37,11,0.0002,0.0,100.0,518.67,641.86,1583.75,1404.86,14.62,21.61,554.56,2388.06,9061.79,1.3,47.07,522.13,2387.98,8137.01,8.3983,0.03,391,2388,100.0,39.0,23.3974,110
45,146,-0.001,0.0002,100.0,518.67,642.99,1596.54,1411.05,14.62,21.61,553.49,2388.13,9061.84,1.3,47.51,521.81,2388.1,8140.56,8.4417,0.03,392,2388,100.0,38.66,23.3347,6
76,32,0.0006,0.0001,100.0,518.67,642.59,1586.28,1398.56,14.62,21.61,554.58,2387.95,9065.81,1.3,47.2,522.68,2388.02,8139.03,8.3728,0.03,390,2388,100.0,39.08,23.3628,173
32,134,0.0012,-0.0002,100.0,518.67,641.94,1591.86,1405.08,14.62,21.61,553.52,2388.01,9079.97,1.3,47.44,521.66,2388.0,8169.05,8.4227,0.03,393,2388,100.0,38.88,23.3362,11
38,50,-0.001,0.0,100.0,518.67,642.36,1594.68,1411.13,14.62,21.61,552.95,2388.14,9053.38,1.3,47.62,520.93,2388.16,8134.86,8.4563,0.03,393,2388,100.0,38.9,23.2017,75
24,128,0.0019,0.0004,100.0,518.67,641.89,1584.19,1407.29,14.62,21.61,553.89,2388.0,9085.11,1.3,47.15,522.68,2388.04,8159.49,8.4225,0.03,393,2388,100.0,38.98,23.3991,58
24,106,0.0016,0.0003,100.0,518.67,642.55,1579.33,1401.31,14.62,21.61,554.8,2388.04,9069.69,1.3,47.14,522.2,2387.96,8154.66,8.4054,0.03,391,2388,100.0,38.9,23.3869,80
29,32,0.0004,0.0005,100.0,518.67,642.41,1584.52,1402.89,14.62,21.61,554.64,2388.05,9051.45,1.3,47.4,522.55,2388.05,8135.52,8.439,0.03,391,2388,100.0,38.78,23.4873,139
12,51,0.0012,-0.0005,100.0,518.67,642.0,1586.96,1401.68,14.62,21.61,554.27,2388.04,9053.62,1.3,47.4,522.06,2388.05,8138.47,8.3661,0.03,393,2388,100.0,39.08,23.3126,166
34,199,-0.0019,0.0,100.0,518.67,643.22,1599.17,1422.21,14.62,21.61,551.95,2388.23,9050.14,1.3,48.03,519.72,2388.25,8124.75,8.492,0.03,397,2388,100.0,38.53,23.1324,4
70,30,0.0027,-0.0004,100.0,518.67,642.4,1590.24,1403.29,14.62,21.61,554.33,2388.1,9052.54,1.3,47.61,522.15,2388.16,8125.02,8.4039,0.03,393,2388,100.0,38.85,23.4061,122
91,54,0.0023,-0.0002,100.0,518.67,642.74,1582.82,1415.19,14.62,21.61,553.71,2388.15,9051.38,1.3,47.87,521.18,2388.22,8129.23,8.4394,0.03,393,2388,100.0,38.82,23.2219,180
62,153,0.0036,-0.0002,100.0,518.67,642.33,1589.07,1403.53,14.62,21.61,553.67,2388.04,9066.07,1.3,47.26,522.14,2387.96,8143.86,8.4112,0.03,391,2388,100.0,38.95,23.3568,79
96,89,-0.0009,-0.0001,100.0,518.67,642.38,1584.66,1399.11,14.62,21.61,554.24,2388.05,9070.17,1.3,47.28,522.23,2387.98,8150.91,8.4137,0.03,391,2388,100.0,38.92,23.4203,8
48,68,-0.001,-0.0003,100.0,518.67,642.64,1594.42,1402.34,14.62,21.61,553.99,2388.1,9063.1,1.3,47.41,521.8,2388.11,8139.92,8.4273,0.03,393,2388,100.0,38.87,23.2789,10
92,84,-0.0012,-0.0004,100.0,518.67,642.74,1591.3,1411.96,14.62,21.61,553.59,2388.19,9039.86,1.3,47.62,521.09,2388.11,8125.07,8.4554,0.03,393,2388,100.0,38.74,23.1722,66
93,50,-0.0016,0.0002,100.0,518.67,642.45,1593.36,1403.12,14.62,21.61,553.06,2388.16,9059.56,1.3,47.64,521.36,2388.13,8137.05,8.4524,0.03,393,2388,100.0,39.02,23.2265,194
23,100,0.0023,0.0005,100.0,518.67,641.88,1586.31,1398.15,14.62,21.61,554.1,2388.06,9053.85,1.3,47.32,522.04,2387.99,8135.8,8.3902,0.03,391,2388,100.0,38.93,23.3072,30
52,159,-0.0018,0.0001,100.0,518.67,642.91,1592.57,1398.25,14.62,21.61,554.44,2388.04,9082.89,1.3,47.41,521.38,2388.09,8155.72,8.4224,0.03,395,2388,100.0,38.99,23.3431,30
13,177,0.0021,-0.0001,100.0,518.67,642.39,1589.08,1402.49,14.62,21.61,553.88,2388.05,9064.58,1.3,47.21,522.0,2388.12,8143.49,8.4136,0.03,393,2388,100.0,38.89,23.296,18
52,180,-0.0017,0.0003,100.0,518.67,642.03,1592.32,1407.58,14.62,21.61,552.85,2388.03,9098.4,1.3,47.61,521.65,2388.06,8176.85,8.436,0.03,394,2388,100.0,38.9,23.2631,9
84,144,0.0019,-0.0002,100.0,518.67,643.08,1593.53,1411.24,14.62,21.61,553.56,2388.12,9048.92,1.3,47.53,520.93,2388.14,8134.52,8.4594,0.03,394,2388,100.0,38.8,23.2928,28
51,32,-0.0004,0.0005,100.0,518.67,642.74,1587.59,1408.46,14.62,21.61,553.39,2388.14,9048.78,1.3,47.51,521.11,2388.13,8131.04,8.4404,0.03,392,2388,100.0,38.94,23.2693,112
62,96,0.0025,-0.0004,100.0,518.67,642.19,1582.0,1402.79,14.62,21.61,554.6,2387.99,9062.15,1.3,47.13,522.49,2388.08,8138.21,8.403,0.03,391,2388,100.0,39.08,23.3981,136
40,96,-0.0019,-0.0001,100.0,518.67,642.94,1595.44,1409.13,14.62,21.61,552.97,2388.12,9061.59,1.3,47.77,521.22,2388.19,8133.58,8.4667,0.03,395,2388,100.0,38.87,23.165,37
